uf,ano,mes,chuva_mm,temp_c,media_chuva_mm,media_temp_c,anomalia_chuva,anomalia_temp,ipca_acum_ano,ipca_var_mensal
GO,2023,10,3507.2,27.401859853896102,5159.2,26.513963644015593,-1652.0,0.887896209880509,-0.7,0.31
GO,2023,11,5699.2,26.843503351625717,8138.88,24.907443272342885,-2439.6800000000003,1.9360600792828322,-0.08,0.63
GO,2023,12,7226.0,26.081042672560766,9874.24,24.75611746491093,-2648.24,1.3249252076498372,1.03,1.11
GO,2024,1,8808.8,24.853541210637573,10624.32,24.402839275779563,-1815.5200000000004,0.45070193485801013,1.38,1.38
GO,2024,2,7385.6,24.728962012523823,10017.84,24.376244442179086,-2632.24,0.35271757034473694,2.34,0.95
GO,2024,3,9035.2,25.254609611878738,7322.32,24.57025103961879,1712.880000000001,0.6843585722599492,2.88,0.53
GO,2024,4,4240.8,25.04429164885331,3852.4800000000005,24.285363272234434,388.3199999999997,0.7589283766188757,3.59,0.7
GO,2024,5,12.4,23.770598747890002,422.32,22.644647455467993,-409.92,1.125951292422009,4.23,0.62
GO,2024,6,0.0,22.262780664794516,161.84,22.10189521943318,-161.84,0.16088544536133398,4.7,0.44
GO,2024,7,0.0,22.14941213582375,11.760000000000002,22.222076166027318,-11.760000000000002,-0.07266403020356904,3.65,-1.0
GO,2024,8,0.0,23.558876300986647,161.2,24.11317413066228,-161.2,-0.5542978296756331,3.2,-0.44
GO,2024,9,85.6,27.746963288151058,832.8,27.297381604951234,-747.1999999999999,0.44958168319982406,3.71,0.5
GO,2024,10,5912.0,26.29421909425181,5159.2,26.513963644015593,752.8000000000002,-0.21974454976378155,4.81,1.06
GO,2024,11,10774.0,24.239907833841738,8138.88,24.907443272342885,2635.12,-0.6675354385011474,6.44,1.55
GO,2024,12,9481.6,24.600998258714124,9874.24,24.75611746491093,-392.6399999999994,-0.15511920619680453,7.69,1.18
MA,2020,1,8278.0,26.503272854321164,3769.84,26.791873516563754,4508.16,-0.2886006622425903,0.39,0.39
MA,2020,2,5280.0,26.43843590167682,4110.16,26.6361462357567,1169.8400000000001,-0.1977103340798827,0.5,0.11
