uf,ano,mes,chuva_mm,temp_c,media_chuva_mm,media_temp_c,anomalia_chuva,anomalia_temp
BA,2022,1,4373.6,25.015617577795133,7462.719999999999,25.982088500592,-3089.119999999999,-0.9664709227968658
BA,2022,2,3163.2,25.85379249568434,4686.639999999999,26.185594315874027,-1523.4399999999996,-0.33180182018968907
BA,2022,3,5020.0,25.457544264528043,5819.84,26.163660740471773,-799.8400000000001,-0.7061164759437304
BA,2022,4,5019.2,25.44093965633503,7268.08,25.60796354578259,-2248.88,-0.16702388944755953
BA,2022,5,2487.6,24.15279062688498,3942.4800000000005,24.223799772374527,-1454.8800000000006,-0.07100914548954762
BA,2022,6,1274.0,22.857907313504,3226.0,23.158492438287233,-1952.0,-0.3005851247832325
BA,2022,7,2216.8,22.58705641254157,2762.2400000000002,22.70659779705152,-545.44,-0.11954138450994733
BA,2022,8,1736.8,23.223336745962378,2379.2,23.343745564000084,-642.3999999999999,-0.12040881803770631
BA,2022,9,2333.6,24.499928976431235,1537.44,24.882797472059092,796.1599999999999,-0.3828684956278572
BA,2022,10,2968.8,26.181295418631674,2772.32,26.564816222205234,196.48000000000002,-0.38352080357356044
BA,2022,11,13849.2,24.6125240736871,8040.08,25.64741481797629,5809.120000000001,-1.0348907442891893
BA,2022,12,12320.0,24.951389657061966,6599.68,26.11164018115565,5720.32,-1.1602505240936836
BA,2023,1,6394.8,25.598788458566666,7462.719999999999,25.982088500592,-1067.9199999999992,-0.38330004202533274
BA,2023,2,2646.0,26.461220152308368,4686.639999999999,26.185594315874027,-2040.6399999999994,0.27562583643434024
BA,2023,3,5409.2,25.93201019286673,5819.84,26.163660740471773,-410.6400000000003,-0.23165054760504233
BA,2023,4,5794.400000000001,25.81386623680269,7268.08,25.60796354578259,-1473.6799999999994,0.20590269102009984
BA,2023,5,4431.6,24.245558649367027,3942.4800000000005,24.223799772374527,489.1199999999999,0.02175887699250012
BA,2023,6,2691.2,22.92724741817406,3226.0,23.158492438287233,-534.8000000000002,-0.2312450201131746
BA,2023,7,2578.4,22.784424160159286,2762.2400000000002,22.70659779705152,-183.84000000000015,0.0778263631077678
BA,2023,8,2018.8,24.04265648340843,2379.2,23.343745564000084,-360.39999999999986,0.6989109194083447
BA,2023,9,2019.6000000000001,25.25066694859749,1537.44,24.882797472059092,482.1600000000001,0.36786947653839874
BA,2023,10,1330.8,26.904649908976488,2772.32,26.564816222205234,-1441.5200000000002,0.3398336867712537
BA,2023,11,2246.0,27.35586473473624,8040.08,25.64741481797629,-5794.08,1.7084499167599496
BA,2023,12,4472.4,27.52933650327366,6599.68,26.11164018115565,-2127.2800000000007,1.4176963221180117
BA,2024,1,11362.4,26.932459495100545,7462.719999999999,25.982088500592,3899.6800000000003,0.9503709945085461
BA,2024,2,9584.0,26.083328635344564,4686.639999999999,26.185594315874027,4897.360000000001,-0.10226568052946305
BA,2024,3,3433.2,27.267386338465027,5819.84,26.163660740471773,-2386.6400000000003,1.1037255979932539
BA,2024,4,10087.6,26.0329567709858,7268.08,25.60796354578259,2819.5200000000004,0.4249932252032096
BA,2024,5,4742.0,24.77295063967895,3942.4800000000005,24.223799772374527,799.5199999999995,0.549150867304423
BA,2024,6,5235.6,23.409136359959344,3226.0,23.158492438287233,2009.6000000000004,0.25064392167211125
BA,2024,7,2277.2,22.73818790545886,2762.2400000000002,22.70659779705152,-485.0400000000004,0.03159010840734311
BA,2024,8,2982.4,23.469328306925426,2379.2,23.343745564000084,603.2000000000003,0.12558274292534222
BA,2024,9,1143.2,24.57571562430092,1537.44,24.882797472059092,-394.24,-0.30708184775817315
BA,2024,10,2070.0,26.668729288782544,2772.32,26.564816222205234,-702.3200000000002,0.10391306657730937
BA,2024,11,6390.8,26.070428575393034,8040.08,25.64741481797629,-1649.2799999999997,0.42301375741674363
BA,2024,12,1309.2,27.213710259695297,6599.68,26.11164018115565,-5290.4800000000005,1.1020700785396471
CE,2020,1,3723.6,26.775873502065373,2019.28,27.1552114013797,1704.32,-0.3793378993143257
CE,2020,2,3595.2000000000003,26.212965833583414,2682.0,27.093108175504618,913.2000000000003,-0.8801423419212036
CE,2020,3,5025.6,26.085248423900385,4379.76,26.207180570003384,645.8400000000001,-0.12193214610299918
CE,2020,4,2414.0,26.32443343853406,2900.56,26.11984843413034,-486.55999999999995,0.20458500440372163
CE,2020,5,1425.6,25.971442847124823,1026.8799999999999,26.209569190236998,398.72,-0.2381263431121745
CE,2020,6,356.4,25.81360777515231,443.6,26.26246957500003,-87.20000000000005,-0.44886179984771957
CE,2020,7,386.8,26.11677088343755,249.11999999999998,26.62035005703231,137.68000000000004,-0.5035791735947619
CE,2020,8,40.4,26.81507913728063,65.12,27.457415388111336,-24.720000000000006,-0.6423362508307058
CE,2020,9,22.4,27.46348052536232,36.64,28.448203529093643,-14.240000000000002,-0.9847230037313217
CE,2020,10,54.800000000000004,28.12450794295042,39.84,29.002554821308717,14.96,-0.8780468783582975
CE,2020,11,425.2,27.540123309467933,446.48,28.64974570306734,-21.28000000000003,-1.1096223935994054
CE,2020,12,428.8,27.70693234404509,516.88,28.72727010912241,-88.07999999999998,-1.020337765077322
CE,2021,1,1093.6,26.984318792725865,2019.28,27.1552114013797,-925.6800000000001,-0.17089260865383338
CE,2021,2,1831.2,26.966189338466762,2682.0,27.093108175504618,-850.8,-0.12691883703785578
CE,2021,3,2872.4,26.086711717580197,4379.76,26.207180570003384,-1507.3600000000001,-0.12046885242318695
CE,2021,4,1860.4,26.120719041827737,2900.56,26.11984843413034,-1040.1599999999999,0.0008706076973972188
CE,2021,5,1059.6,25.480298975153165,1026.8799999999999,26.209569190236998,32.72000000000003,-0.729270215083833
CE,2021,6,196.4,26.35131752654216,443.6,26.26246957500003,-247.20000000000002,0.08884795154213165
CE,2021,7,216.8,26.997884627336557,249.11999999999998,26.62035005703231,-32.319999999999965,0.3775345703042454
CE,2021,8,5.6000000000000005,28.54755946147659,65.12,27.457415388111336,-59.52,1.0901440733652557
CE,2021,9,67.6,29.437382800160847,36.64,28.448203529093643,30.959999999999994,0.9891792710672043
CE,2021,10,27.6,30.026775462343487,39.84,29.002554821308717,-12.240000000000002,1.0242206410347698
CE,2021,11,36.8,30.320889006775673,446.48,28.64974570306734,-409.68,1.6711433037083339
CE,2021,12,387.6,29.72263683090133,516.88,28.72727010912241,-129.27999999999997,0.9953667217789182
CE,2022,1,1392.4,27.21254086142936,2019.28,27.1552114013797,-626.8799999999999,0.05732946004966166
CE,2022,2,558.4,28.331093865332775,2682.0,27.093108175504618,-2123.6,1.2379856898281574
CE,2022,3,2085.2,26.669859449823647,4379.76,26.207180570003384,-2294.5600000000004,0.46267887982026323
CE,2022,4,1648.8,26.321028744573898,2900.56,26.11984843413034,-1251.76,0.20118031044355789
CE,2022,5,880.0,26.304039949524718,1026.8799999999999,26.209569190236998,-146.87999999999988,0.09447075928772009
CE,2022,6,462.0,26.225195241428256,443.6,26.26246957500003,18.399999999999977,-0.0372743335717729
CE,2022,7,350.4,25.972932854363478,249.11999999999998,26.62035005703231,101.28,-0.6474172026688336
CE,2022,8,164.4,26.44578183287502,65.12,27.457415388111336,99.28,-1.0116335552363154
CE,2022,9,63.2,27.51960846694268,36.64,28.448203529093643,26.560000000000002,-0.9285950621509613
CE,2022,10,106.0,28.107116392179673,39.84,29.002554821308717,66.16,-0.8954384291290438
CE,2022,11,1568.4,26.84697115211215,446.48,28.64974570306734,1121.92,-1.8027745509551885
CE,2022,12,820.4,27.104657591123228,516.88,28.72727010912241,303.52,-1.6226125179991833
CE,2023,1,2722.8,26.536662736753314,2019.28,27.1552114013797,703.5200000000002,-0.6185486646263847
CE,2023,2,2900.4,26.263978806122683,2682.0,27.093108175504618,218.4000000000001,-0.8291293693819348
CE,2023,3,7590.0,25.357855213643447,4379.76,26.207180570003384,3210.24,-0.8493253563599374
CE,2023,4,4394.4,25.250305537913977,2900.56,26.11984843413034,1493.8399999999997,-0.8695428962163625
CE,2023,5,976.0,26.309753074096815,1026.8799999999999,26.209569190236998,-50.87999999999988,0.1001838838598168
CE,2023,6,546.8,26.28372848090509,443.6,26.26246957500003,103.19999999999993,0.021258905905060743
CE,2023,7,193.2,26.615172658011357,249.11999999999998,26.62035005703231,-55.91999999999999,-0.005177399020954709
CE,2023,8,114.4,27.30121947539223,65.12,27.457415388111336,49.28,-0.15619591271910593
CE,2023,9,29.6,28.423581443420424,36.64,28.448203529093643,-7.039999999999999,-0.024622085673218663
CE,2023,10,9.6,28.52131148884481,39.84,29.002554821308717,-30.240000000000002,-0.48124333246390805
CE,2023,11,198.0,28.82094097640001,446.48,28.64974570306734,-248.48000000000002,0.17119527333267115
CE,2023,12,643.2,28.81495007450065,516.88,28.72727010912241,126.32000000000005,0.08767996537823919
CE,2024,1,1164.0,28.266661113924595,2019.28,27.1552114013797,-855.28,1.1114497125448963
CE,2024,2,4524.8,27.691313034017465,2682.0,27.093108175504618,1842.8000000000002,0.5982048585128474
CE,2024,3,4325.6,26.836228045069255,4379.76,26.207180570003384,-54.159999999999854,0.629047475065871
CE,2024,4,4185.2,26.58275540780203,2900.56,26.11984843413034,1284.6399999999999,0.4629069736716893
CE,2024,5,793.2,26.982311105285476,1026.8799999999999,26.209569190236998,-233.67999999999984,0.7727419150484778
CE,2024,6,656.4,26.63849885097232,443.6,26.26246957500003,212.79999999999995,0.3760292759722894
CE,2024,7,98.4,27.398989262012623,249.11999999999998,26.62035005703231,-150.71999999999997,0.7786392049803119
CE,2024,8,0.8,28.177437033532218,65.12,27.457415388111336,-64.32000000000001,0.7200216454208821
CE,2024,9,0.4,29.396964409581933,36.64,28.448203529093643,-36.24,0.9487608804882903
CE,2024,10,1.2000000000000002,30.233062820225204,39.84,29.002554821308717,-38.64,1.2305079989164867
CE,2024,11,4.0,29.719804070580924,446.48,28.64974570306734,-442.48,1.0700583675135853
CE,2024,12,304.4,30.287173705041774,516.88,28.72727010912241,-212.48000000000002,1.5599035959193621
DF,2020,1,3944.4,22.42975126439713,2577.28,22.030436036870412,1367.12,0.3993152275267171
DF,2020,2,3295.6,21.929761369315344,2802.56,22.005974220545983,493.03999999999996,-0.0762128512306397
DF,2020,3,3312.4,22.00531692804624,1716.48,22.21840984731581,1595.92,-0.2130929192695703
DF,2020,4,2151.2,21.623329710144926,1168.16,21.877634584980235,983.0399999999997,-0.2543048748353094
DF,2020,5,247.2,19.66209335019819,81.03999999999999,20.366392452247492,166.16,-0.7042991020493012
DF,2020,6,0.0,19.40361111111111,43.99999999999999,19.704416179183134,-43.99999999999999,-0.3008050680720231
DF,2020,7,0.0,19.315510752688173,0.0,19.576596060788205,0.0,-0.26108530810003217
DF,2020,8,0.0,20.824366969947615,87.12,21.401546209719843,-87.12,-0.577179239772228
DF,2020,9,316.8,23.609079605579605,239.28000000000003,24.267436840569804,77.51999999999998,-0.6583572349901985
DF,2020,10,1555.6,23.91381893982595,1261.84,23.98679459543352,293.76,-0.0729756556075678
DF,2020,11,1748.8,21.98707960035134,2294.08,22.334097254918145,-545.28,-0.34701765456680533
DF,2020,12,2179.6,22.637269315070156,2792.88,22.31596776739934,-613.2800000000002,0.3213015476708172
DF,2021,1,1556.4,22.313521876910624,2577.28,22.030436036870412,-1020.8800000000001,0.2830858400402114
DF,2021,2,5280.8,21.256959082584086,2802.56,22.005974220545983,2478.2400000000002,-0.7490151379618979
DF,2021,3,1078.4,21.894130692822838,1716.48,22.21840984731581,-638.0799999999999,-0.32427915449297373
DF,2021,4,995.6,21.068908212560384,1168.16,21.877634584980235,-172.56000000000006,-0.8087263724198515
DF,2021,5,14.0,20.30244623655914,81.03999999999999,20.366392452247492,-67.03999999999999,-0.0639462156883539
DF,2021,6,176.79999999999998,19.71752777777778,43.99999999999999,19.704416179183134,132.79999999999998,0.013111598594644391
DF,2021,7,0.0,18.88255376344086,0.0,19.576596060788205,0.0,-0.6940422973473446
DF,2021,8,46.4,21.189096540439458,87.12,21.401546209719843,-40.720000000000006,-0.21244966928038522
DF,2021,9,127.2,24.934131203337724,239.28000000000003,24.267436840569804,-112.08000000000003,0.6666943627679203
DF,2021,10,1555.6,23.393297350382202,1261.84,23.98679459543352,293.76,-0.5934972450513172
DF,2021,11,2375.2,21.73154622310057,2294.08,22.334097254918145,81.11999999999989,-0.6025510318175762
DF,2021,12,3918.4,21.538627095438457,2792.88,22.31596776739934,1125.52,-0.7773406719608822
DF,2022,1,1939.6,21.653951612903228,2577.28,22.030436036870412,-637.6800000000003,-0.3764844239671845
DF,2022,2,2127.2,21.588956400742116,2802.56,22.005974220545983,-675.3600000000001,-0.417017819803867
DF,2022,3,977.6,22.326129032258066,1716.48,22.21840984731581,-738.88,0.10771918494225474
DF,2022,4,349.6,22.429333333333332,1168.16,21.877634584980235,-818.5600000000001,0.5516987483530968
DF,2022,5,114.0,19.760658017765312,81.03999999999999,20.366392452247492,32.96000000000001,-0.60573443448218
DF,2022,6,0.0,19.8300422705314,43.99999999999999,19.704416179183134,-43.99999999999999,0.1256260913482663
DF,2022,7,0.0,19.538508481934148,0.0,19.576596060788205,0.0,-0.038087578854057114
DF,2022,8,0.4,21.441908602150537,87.12,21.401546209719843,-86.72,0.04036239243069417
DF,2022,9,396.4,23.330512968714057,239.28000000000003,24.267436840569804,157.11999999999995,-0.9369238718557469
DF,2022,10,414.8,23.89803735107031,1261.84,23.98679459543352,-847.04,-0.08875724436320809
DF,2022,11,3164.4,21.284766784660377,2294.08,22.334097254918145,870.3200000000002,-1.0493304702577682
DF,2022,12,3443.2,21.16680941950508,2792.88,22.31596776739934,650.3199999999997,-1.1491583478942609
DF,2023,1,1881.6000000000001,21.252763426959593,2577.28,22.030436036870412,-695.6800000000001,-0.7776726099108195
DF,2023,2,1111.2,22.76826620351698,2802.56,22.005974220545983,-1691.36,0.7622919829709964
DF,2023,3,1444.4,21.807652844285048,1716.48,22.21840984731581,-272.0799999999999,-0.41075700303076346
DF,2023,4,1452.8,21.42476350461133,1168.16,21.877634584980235,284.6399999999999,-0.45287108036890444
DF,2023,5,28.8,20.575407714218333,81.03999999999999,20.366392452247492,-52.239999999999995,0.20901526197084053
DF,2023,6,43.199999999999996,19.709111111111113,43.99999999999999,19.704416179183134,-0.7999999999999972,0.004694931927978985
DF,2023,7,0.0,20.180392706872368,0.0,19.576596060788205,0.0,0.6037966460841631
DF,2023,8,388.8,22.141217008797657,87.12,21.401546209719843,301.68,0.739670799077814
DF,2023,9,356.0,24.567720821982494,239.28000000000003,24.267436840569804,116.71999999999997,0.3002839814126901
DF,2023,10,928.0,24.98018052899259,1261.84,23.98679459543352,-333.8399999999999,0.9933859335590718
DF,2023,11,1124.4,24.66083529079616,2294.08,22.334097254918145,-1169.6799999999998,2.326738035878016
DF,2023,12,1993.6,23.75495121314059,2792.88,22.31596776739934,-799.2800000000002,1.4389834457412505
DF,2024,1,3564.4,22.502192003181484,2577.28,22.030436036870412,987.1199999999999,0.471755966311072
DF,2024,2,2198.0,22.485928046571384,2802.56,22.005974220545983,-604.56,0.47995382602540104
DF,2024,3,1769.6,23.058819739166864,1716.48,22.21840984731581,53.11999999999989,0.8404098918510527
DF,2024,4,891.6,22.84183816425121,1168.16,21.877634584980235,-276.56000000000006,0.9642035792709756
DF,2024,5,1.2000000000000002,21.531356942496494,81.03999999999999,20.366392452247492,-79.83999999999999,1.1649644902490017
DF,2024,6,0.0,19.86178862538428,43.99999999999999,19.704416179183134,-43.99999999999999,0.1573724462011441
DF,2024,7,0.0,19.966014599005483,0.0,19.576596060788205,0.0,0.3894185382172779
DF,2024,8,0.0,21.411141927263948,87.12,21.401546209719843,-87.12,0.009595717544105042
DF,2024,9,0.0,24.895739603235143,239.28000000000003,24.267436840569804,-239.28000000000003,0.6283027626653386
DF,2024,10,1855.2,23.74863880689654,1261.84,23.98679459543352,593.3600000000001,-0.23815578853697872
DF,2024,11,3057.6,22.00625837568229,2294.08,22.334097254918145,763.52,-0.32783887923585553
DF,2024,12,2429.6,22.482181793842418,2792.88,22.31596776739934,-363.2800000000002,0.16621402644307892
ES,2020,1,6619.2,25.46125157732464,4379.68,25.426504495001303,2239.5199999999995,0.03474708232333512
ES,2020,2,3379.2,25.690292086782648,3739.6,25.459932593703623,-360.4000000000001,0.2303594930790247
ES,2020,3,4460.0,24.36684552179129,2631.12,25.5447080698475,1828.88,-1.1778625480562077
ES,2020,4,774.0,23.75112729053214,1282.6399999999999,24.069755380146,-508.6399999999999,-0.3186280896138598
ES,2020,5,824.8,22.28843118531157,848.8,22.515301238769304,-24.0,-0.22687005345773414
ES,2020,6,759.2,21.68653903903904,498.08000000000004,21.184171540033933,261.12,0.502367499005107
ES,2020,7,1073.6,21.26912811402434,755.76,20.86886054878049,317.8399999999999,0.4002675652438512
ES,2020,8,560.4,21.54074449023305,1163.04,21.306052733907645,-602.64,0.23469175632540384
ES,2020,9,1067.2,23.51575907864784,810.08,22.91611336619357,257.12,0.5996457124542687
ES,2020,10,3485.2,23.95102218960783,3071.6800000000003,23.814136604835355,413.5199999999995,0.13688558477247526
ES,2020,11,1778.4,23.710449836098785,3824.6400000000003,23.763306788465755,-2046.2400000000002,-0.05285695236696952
ES,2020,12,3085.6,25.92311945691984,4842.719999999999,25.05094351374943,-1757.1199999999994,0.8721759431704079
ES,2021,1,864.0,25.68714382179327,4379.68,25.426504495001303,-3515.6800000000003,0.2606393267919671
ES,2021,2,4760.8,24.929377311999595,3739.6,25.459932593703623,1021.2000000000003,-0.5305552817040287
ES,2021,3,3107.2,25.505941143718474,2631.12,25.5447080698475,476.0799999999999,-0.03876692612902488
ES,2021,4,1240.8,23.725711905105147,1282.6399999999999,24.069755380146,-41.83999999999992,-0.3440434750408521
ES,2021,5,614.8000000000001,22.733913094840553,848.8,22.515301238769304,-233.9999999999999,0.21861185607124867
ES,2021,6,854.0,21.193712310899162,498.08000000000004,21.184171540033933,355.91999999999996,0.009540770865228865
ES,2021,7,122.8,20.349927934805685,755.76,20.86886054878049,-632.96,-0.5189326139748047
ES,2021,8,1096.8,21.176065255271975,1163.04,21.306052733907645,-66.24000000000001,-0.12998747863566962
ES,2021,9,594.8,23.653830773984343,810.08,22.91611336619357,-215.2800000000001,0.7377174077907718
ES,2021,10,3834.0,23.20412146701202,3071.6800000000003,23.814136604835355,762.3199999999997,-0.6100151378233356
ES,2021,11,4128.0,22.859418948893673,3824.6400000000003,23.763306788465755,303.3599999999997,-0.9038878395720822
ES,2021,12,5123.6,23.75217595438778,4842.719999999999,25.05094351374943,280.880000000001,-1.2987675593616501
ES,2022,1,3066.8,25.440666599556447,4379.68,25.426504495001303,-1312.88,0.014162104555143884
ES,2022,2,5083.6,24.989545480819736,3739.6,25.459932593703623,1344.0000000000005,-0.4703871128838877
ES,2022,3,781.2,25.790248007767133,2631.12,25.5447080698475,-1849.9199999999998,0.24553993791963435
ES,2022,4,810.8,24.40370787927853,1282.6399999999999,24.069755380146,-471.8399999999999,0.33395249913253267
ES,2022,5,846.8000000000001,21.724662759890805,848.8,22.515301238769304,-1.9999999999998863,-0.790638478878499
ES,2022,6,204.8,20.11875929022668,498.08000000000004,21.184171540033933,-293.28000000000003,-1.0654122498072525
ES,2022,7,386.0,20.553197492082486,755.76,20.86886054878049,-369.76,-0.31566305669800343
ES,2022,8,419.6,20.666344828479552,1163.04,21.306052733907645,-743.4399999999999,-0.639707905428093
ES,2022,9,882.8000000000001,21.131554387641344,810.08,22.91611336619357,72.72000000000003,-1.7845589785522264
ES,2022,10,2226.8,23.819091602647003,3071.6800000000003,23.814136604835355,-844.8800000000001,0.004954997811648099
ES,2022,11,7392.8,22.54782918232289,3824.6400000000003,23.763306788465755,3568.16,-1.2154776061428656
ES,2022,12,9240.8,23.630405259504986,4842.719999999999,25.05094351374943,4398.08,-1.4205382542444447
ES,2023,1,5811.6,24.790921088514885,4379.68,25.426504495001303,1431.92,-0.6355834064864183
ES,2023,2,990.0,26.009631666319358,3739.6,25.459932593703623,-2749.6,0.5496990726157343
ES,2023,3,1566.4,25.452448574100046,2631.12,25.5447080698475,-1064.7199999999998,-0.09225949574745229
ES,2023,4,2519.2,23.804496550651443,1282.6399999999999,24.069755380146,1236.56,-0.2652588294945559
ES,2023,5,1421.6,21.439662889413064,848.8,22.515301238769304,572.8,-1.0756383493562396
ES,2023,6,429.2,20.562652279785432,498.08000000000004,21.184171540033933,-68.88000000000005,-0.6215192602485011
ES,2023,7,1960.0,20.2601551542777,755.76,20.86886054878049,1204.24,-0.6087053945027883
ES,2023,8,2938.0,21.59119623655914,1163.04,21.306052733907645,1774.96,0.28514350265149346
ES,2023,9,947.2,22.851204527155616,810.08,22.91611336619357,137.12,-0.06490883903795464
ES,2023,10,1474.8,24.361945743341803,3071.6800000000003,23.814136604835355,-1596.8800000000003,0.5478091385064481
ES,2023,11,1118.4,25.860747056584835,3824.6400000000003,23.763306788465755,-2706.2400000000002,2.0974402681190796
ES,2023,12,2229.2,26.5862498283603,4842.719999999999,25.05094351374943,-2613.5199999999995,1.535306314610871
ES,2024,1,5536.8,25.752539387817265,4379.68,25.426504495001303,1157.12,0.32603489281596154
ES,2024,2,4484.4,25.680816422596784,3739.6,25.459932593703623,744.7999999999997,0.22088382889316094
ES,2024,3,3240.8,26.608057101860556,2631.12,25.5447080698475,609.6800000000003,1.0633490320130576
ES,2024,4,1068.4,24.663733275162734,1282.6399999999999,24.069755380146,-214.23999999999978,0.5939778950167351
ES,2024,5,536.0,24.38983626439054,848.8,22.515301238769304,-312.79999999999995,1.8745350256212348
ES,2024,6,243.20000000000002,22.359194780219344,498.08000000000004,21.184171540033933,-254.88000000000002,1.1750232401854106
ES,2024,7,236.4,21.91189404871223,755.76,20.86886054878049,-519.36,1.0430334999317417
ES,2024,8,800.4,21.55591285899451,1163.04,21.306052733907645,-362.64,0.24986012508686528
ES,2024,9,558.4,23.428218063538715,810.08,22.91611336619357,-251.68000000000006,0.5121046973451442
ES,2024,10,4337.6,23.73450202156812,3071.6800000000003,23.814136604835355,1265.92,-0.07963458326723583
ES,2024,11,4705.6,23.838088918428593,3824.6400000000003,23.763306788465755,880.96,0.07478212996283773
ES,2024,12,4534.4,25.36276706957425,4842.719999999999,25.05094351374943,-308.3199999999997,0.31182355582481946
GO,2020,1,13608.4,24.992134279684226,10624.32,24.402839275779563,2984.08,0.5892950039046632
GO,2020,2,14292.4,24.492486810330554,10017.84,24.376244442179086,4274.5599999999995,0.11624236815146816
GO,2020,3,9196.4,24.577351061821542,7322.32,24.57025103961879,1874.08,0.007100022202752854
GO,2020,4,5354.8,24.027495673464507,3852.4800000000005,24.285363272234434,1502.3199999999997,-0.25786759876992704
GO,2020,5,1026.4,21.785999311344106,422.32,22.644647455467993,604.0800000000002,-0.8586481441238867
GO,2020,6,32.4,22.29127888665666,161.84,22.10189521943318,-129.44,0.18938366722347766
GO,2020,7,0.0,22.363552287603245,11.760000000000002,22.222076166027318,-11.760000000000002,0.14147612157592704
GO,2020,8,3.2,23.81633572464837,161.2,24.11317413066228,-158.0,-0.29683840601391154
GO,2020,9,549.2,27.30303952322196,832.8,27.297381604951234,-283.5999999999999,0.005657918270724593
GO,2020,10,5424.8,27.20500829831595,5159.2,26.513963644015593,265.60000000000036,0.6910446543003559
GO,2020,11,4573.2,25.491570667964215,8138.88,24.907443272342885,-3565.6800000000003,0.58412739562133
GO,2020,12,8047.6,25.429438133382753,9874.24,24.75611746491093,-1826.6399999999994,0.673320668471824
GO,2021,1,6606.0,25.031613737371465,10624.32,24.402839275779563,-4018.3199999999997,0.6287744615919024
GO,2021,2,11631.6,24.063299962791216,10017.84,24.376244442179086,1613.7600000000002,-0.31294447938786973
GO,2021,3,4423.2,24.544402498295426,7322.32,24.57025103961879,-2899.12,-0.025848541323362895
GO,2021,4,3047.6,24.21436959888882,3852.4800000000005,24.285363272234434,-804.8800000000006,-0.07099367334561535
GO,2021,5,321.2,23.612937230117417,422.32,22.644647455467993,-101.12,0.9682897746494241
GO,2021,6,286.8,22.536479691538588,161.84,22.10189521943318,124.96000000000001,0.4345844721054064
GO,2021,7,0.0,21.771207584684518,11.760000000000002,22.222076166027318,-11.760000000000002,-0.4508685813427995
GO,2021,8,38.0,24.87380447099383,161.2,24.11317413066228,-123.19999999999999,0.7606303403315486
GO,2021,9,897.2,28.327124418914394,832.8,27.297381604951234,64.40000000000009,1.0297428139631606
GO,2021,10,7194.8,26.047802273742946,5159.2,26.513963644015593,2035.6000000000004,-0.4661613702726477
GO,2021,11,13164.8,24.129025603932043,8138.88,24.907443272342885,5025.919999999999,-0.7784176684108424
GO,2021,12,13810.8,24.022137958813847,9874.24,24.75611746491093,3936.5599999999995,-0.7339795060970822
GO,2022,1,12522.0,23.841386721148574,10624.32,24.402839275779563,1897.6800000000003,-0.5614525546309892
GO,2022,2,10452.0,23.938365782705727,10017.84,24.376244442179086,434.15999999999985,-0.437878659473359
GO,2022,3,7226.4,24.57230074765972,7322.32,24.57025103961879,-95.92000000000007,0.0020497080409320745
GO,2022,4,2503.6,24.48448223420363,3852.4800000000005,24.285363272234434,-1348.8800000000006,0.19911896196919443
GO,2022,5,566.4,21.46156251745394,422.32,22.644647455467993,144.07999999999998,-1.1830849380140513
GO,2022,6,255.6,21.72856018205269,161.84,22.10189521943318,93.75999999999999,-0.37333503738049245
GO,2022,7,14.4,22.15654723397102,11.760000000000002,22.222076166027318,2.639999999999999,-0.06552893205629928
GO,2022,8,91.2,23.652123878828494,161.2,24.11317413066228,-69.99999999999999,-0.461050251833786
GO,2022,9,1631.6,25.71929225780659,832.8,27.297381604951234,798.8,-1.578089347144644
GO,2022,10,3757.2,25.62092869987115,5159.2,26.513963644015593,-1402.0,-0.8930349441444427
GO,2022,11,6483.2,23.83320890435071,8138.88,24.907443272342885,-1655.6800000000003,-1.074234367992176
GO,2022,12,10805.2,23.64697030108315,9874.24,24.75611746491093,930.960000000001,-1.1091471638277781
GO,2023,1,11576.4,23.295520430055983,10624.32,24.402839275779563,952.0799999999999,-1.1073188457235794
GO,2023,2,6327.6,24.658107642544103,10017.84,24.376244442179086,-3690.24,0.28186320036501655
GO,2023,3,6730.4,23.90259127843851,7322.32,24.57025103961879,-591.9200000000001,-0.6676597611802784
GO,2023,4,4115.6,23.6561772057619,3852.4800000000005,24.285363272234434,263.1199999999999,-0.6291860664725348
GO,2023,5,185.2,22.592139470534494,422.32,22.644647455467993,-237.12,-0.05250798493349862
GO,2023,6,234.4,21.69037667212345,161.84,22.10189521943318,72.56,-0.4115185473097327
GO,2023,7,44.400000000000006,22.66966158805407,11.760000000000002,22.222076166027318,32.64,0.44758542202675144
GO,2023,8,673.6,24.664730277854076,161.2,24.11317413066228,512.4000000000001,0.5515561471917962
GO,2023,9,1000.4,27.390488536662165,832.8,27.297381604951234,167.60000000000002,0.0931069317109312
GO,2023,10,3507.2,27.401859853896102,5159.2,26.513963644015593,-1652.0,0.887896209880509
GO,2023,11,5699.2,26.843503351625717,8138.88,24.907443272342885,-2439.6800000000003,1.9360600792828322
GO,2023,12,7226.0,26.081042672560766,9874.24,24.75611746491093,-2648.24,1.3249252076498372
GO,2024,1,8808.8,24.853541210637573,10624.32,24.402839275779563,-1815.5200000000004,0.45070193485801013
GO,2024,2,7385.6,24.728962012523823,10017.84,24.376244442179086,-2632.24,0.35271757034473694
GO,2024,3,9035.2,25.254609611878738,7322.32,24.57025103961879,1712.880000000001,0.6843585722599492
GO,2024,4,4240.8,25.04429164885331,3852.4800000000005,24.285363272234434,388.3199999999997,0.7589283766188757
GO,2024,5,12.4,23.770598747890002,422.32,22.644647455467993,-409.92,1.125951292422009
GO,2024,6,0.0,22.262780664794516,161.84,22.10189521943318,-161.84,0.16088544536133398
GO,2024,7,0.0,22.14941213582375,11.760000000000002,22.222076166027318,-11.760000000000002,-0.07266403020356904
